Normal,229.97
Tool,208.909
Normal,439.921
Tool,253.161
Normal,238.859
Tool,185.48
Tool,242.208
Tool,216.013
Tool,178.302
Normal,338.465
Tool,327.461
Normal,327.729
Tool,318.358
Tool,184.976
Tool,257.897
Tool,202.454
Normal,368.539
Normal,339.998
Tool,242.895
Normal,466.516
Normal,508.936
Tool,339.643
Normal,457.386
Tool,315.627
Normal,234.113
Normal,220.032
Tool,223.503
Normal,297.769
Tool,221.661
Tool,421.321
Normal,274.269
Normal,374.498
Tool,206.434
Tool,182.302
Tool,170.983
Tool,335.154
Normal,368.776
Normal,439.901
Normal,246.197
Normal,653.383
Normal,466.244
Normal,281.946
Normal,325.064
Normal,320.246
Tool,161.311
Tool,290.709
Normal,376.344
Tool,298.936
Normal,257.381
Tool,247.345
Tool,115.013
Normal,323.339
Tool,330.252
Normal,263.439
Tool,310.525
Tool,196.543
Tool,516.26
Tool,134.022
Tool,183.015
Normal,421.295
Normal,239.571
Tool,152.873
Normal,335.047
Tool,172.471
Tool,250.608
Normal,312.559
Tool,200.534
Normal,557.406
Tool,290.939
Tool,169.617
Normal,330.411
Tool,259.439
Tool,166.783
Tool,192.423
Tool,195.171
Normal,257.617
Normal,358.855
Normal,462.452
Normal,327.269
Normal,315.973
Normal,274.576
Normal,444.152
Normal,322.481
Tool,1570.315
Tool,192.063
Normal,190.194
Tool,382.443
Tool,332.752
Normal,289.497
Normal,230.658
Normal,305.574
Normal,427.96
Normal,432.491
Tool,151.097
Normal,476.415
Normal,335.632
